Subject,Title,Authors,Year,Citation_Count,Cited_By,Research_Method,DOI
Mathematics,Applied Mathematics is Bad Mathematics,Paul R. Halmos,1981,8,Unavailable,Unknown Method,10.1007/978-1-4613-8127-3_2
Mathematics,Observer’s mathematics – mathematics of relativity,"Boris Khots, Dmitriy Khots",2007,2,Unavailable,Unknown Method,10.1016/j.amc.2006.08.151
Mathematics,Discrete Mathematics,,1993,0,Unavailable,Unknown Method,10.1016/0012-365x(93)90076-6
Mathematics,Mathematics in Literature,Annette Imhausen,2016,0,Unavailable,Unknown Method,10.23943/princeton/9780691117133.003.0015
Mathematics,The Phenomenology of the Mathematics Classroom,,2016,0,Unavailable,Unknown Method,10.1007/0-306-47213-9_7
Mathematics,Preface: The 6th International Conference on mathematics and mathematics education (ICM2E 2022),,2024,0,Unavailable,Unknown Method,10.1063/12.0024830
Mathematics,Hilbert mathematics versus Gödel mathematics. IV. The new approach of Hilbert mathematics easily resolving the most difficult problems of Gödel mathematics,Vasil Dinev Penchev,2023,0,Unavailable,Unknown Method,10.31235/osf.io/tuqm4
Mathematics,SCIREA Journal of Mathematics,,2023,0,Unavailable,Unknown Method,10.54647/mathematics
Mathematics,The Mathematics of Informational Asymmetry,Ivar Ekeland,2002,0,Unavailable,Unknown Method,10.1142/9789812778390_0009
Mathematics,What Counts as Mathematics? Institutions and Images,,2002,0,Unavailable,Unknown Method,10.1007/0-306-47683-5_2
Mathematics,"Technology, Competences and Mathematics",Tine Wedege,2002,0,Unavailable,Unknown Method,10.1007/0-306-47221-x_11
Mathematics,Purpose in Teaching Mathematics,,1935,0,Unavailable,Unknown Method,10.2307/3028193
Mathematics,The Korean Society of Educational Studies in Mathematics - School Mathematics,,1935,0,Unavailable,Unknown Method,10.29275/sm.
Mathematics,Why teach mathematics? Why learn mathematics?,,2012,0,Unavailable,Unknown Method,10.4324/9780203073032-9
Mathematics,Baking Up Mathematics A Review of Eugenia Cheng’s How to Bake 𝝅: An Edible Exploration of the Mathematics of Mathematics,Katryne Dubeau,2023,0,Unavailable,Unknown Method,10.54870/1551-3440.1611
Mathematics,Reflections on Problem-Solving,Boris Koichu,2014,3,Unavailable,Unknown Method,10.1007/978-94-007-7473-5_8
Mathematics,The promise of online mathematics instruction programmes: producing the mathematics learner and school mathematics,Lisa Darragh,2021,6,Unavailable,Unknown Method,10.1080/14794802.2021.1993977
Mathematics,No Title,,2021,0,Unavailable,Unknown Method,10.29275/jerm.2021.31.3.
Mathematics,No Title,,2020,0,Unavailable,Unknown Method,10.29275/jerm.2020.08.30.3.
Mathematics,No Title,,2019,0,Unavailable,Unknown Method,10.29275/jerm.2019.11.29.4.
Mathematics,No Title,,2023,0,Unavailable,Unknown Method,10.29275/jerm.2023.33.1.
Mathematics,No Title,,2023,0,Unavailable,Unknown Method,10.29275/jerm.2023.33.3.
Mathematics,"Contrasts in mathematical challenges in A-level Mathematics and Further Mathematics, and undergraduate mathematics examinations",E. Darlington,2014,12,Unavailable,Unknown Method,10.1093/teamat/hru021
Mathematics,Mathematics today. Twelve informal essays,,1979,0,Unavailable,Unknown Method,10.1016/0012-365x(79)90195-x
Mathematics,"Women, Mathematics and Work",Mary Harris,1979,0,Unavailable,Unknown Method,10.1007/0-306-47221-x_10
Mathematics,Mathematics—An Open Access Journal,Sergei Suslov,2012,0,Unavailable,Unknown Method,10.3390/math01010001
Mathematics,"Chapter 4: Everyday Mathematics, Mathematicians' Mathematics, and School Mathematics: Can We Bring Them Together?",Marta Civil,2002,39,Unavailable,Unknown Method,10.2307/749964
Mathematics,Mathematics—An Open Access Journal,Sergei Suslov,2012,0,Unavailable,Modeling,10.3390/math1010001
Mathematics,The Korean Society of Educational Studies in Mathematics - School Mathematics,,2012,0,Unavailable,Unknown Method,10.57090/sm.
Mathematics,Discrete Mathematics,Paul Monsky,1993,1,Unavailable,Unknown Method,10.1016/0012-365x(93)90075-5
Mathematics,The mathematics networks,,1984,0,Unavailable,Unknown Method,10.1016/0166-218x(84)90107-0
Mathematics,Algorithmic Mathematics versus Dialectic Mathematics,Bernhard Korte,1985,1,Unavailable,Unknown Method,10.1080/07468342.1985.11972840
Mathematics,Heavenly Mathematics,Glen Van Brummelen,2017,0,Unavailable,Unknown Method,10.23943/princeton/9780691175997.003.0001
Mathematics,No Title,,2018,0,Unavailable,Unknown Method,10.29275/jerm.2018.02.28.1.
Mathematics,No Title,,2019,0,Unavailable,Unknown Method,10.29275/jerm.2019.8.29.3.
Mathematics,No Title,,2020,0,Unavailable,Unknown Method,10.29275/jerm.2020.11.30.4.
Mathematics,No Title,,2022,0,Unavailable,Unknown Method,10.29275/jerm.2022.32.3.
Mathematics,No Title,,2022,0,Unavailable,Unknown Method,10.29275/jerm.2022.32.4.
Mathematics,No Title,,2023,0,Unavailable,Unknown Method,10.29275/jerm.2023.33.2.
Mathematics,No Title,,2022,0,Unavailable,Unknown Method,10.29275/jerm.2022.32.1.
Mathematics,Mathematics in a World at War-A Challenge to Mathematics Teachers,James H. Zant,1943,0,Unavailable,Unknown Method,10.2307/3029981
Mathematics,No Title,,2023,0,Unavailable,Unknown Method,10.29275/jerm.2023.33.4.
Mathematics,No Title,,2020,0,Unavailable,Unknown Method,10.29275/jerm.2020.05.30.2.
Mathematics,No Title,,2020,0,Unavailable,Unknown Method,10.29275/jerm.2020.02.30.1.
Mathematics,No Title,,2021,0,Unavailable,Unknown Method,10.29275/jerm.2021.02.31.1.
Mathematics,Ethical Reasoning in Mathematics: New Directions for Didactics in U.S. Mathematics Education,"Jordan Register, Michelle Stephan, David Pugalee",2021,7,Unavailable,Unknown Method,10.3390/math9080799
Mathematics,Exploring Advanced Mathematics Courses and Content for Secondary Mathematics Teachers,Nicholas H. Wasserman,2018,8,Unavailable,Unknown Method,10.1007/978-3-319-99214-3_1
Mathematics,No Title,,2018,0,Unavailable,Unknown Method,10.29275/jerm.2018.08.28.3.
Accounts & Management,Management accounts,,2012,0,Unavailable,Unknown Method,10.4324/9780080938813-11
Accounts & Management,Management Accounts,,2012,0,Unavailable,Unknown Method,10.5040/9781472920294.0063
Accounts & Management,Financial accounts,,2012,0,Unavailable,Unknown Method,10.4324/9780080938813-5
Accounts & Management,"What Are Consumer-Driven Health Plans, Health Savings Accounts, and Health Reimbursement Accounts?",,2010,0,Unavailable,Unknown Method,10.1542/9781581104899-part05-what_are
Accounts & Management,MANAGEMENT OF ACCOUNTS RECEIVABLE AND ACCOUNTS PAYABLE AS THE MAIN TOOL OF ENTERPRISE MANAGEMENT,"Oksana Pavlovna Razinkova, Evgeniya Valerievna Arkhireeva",2021,0,Unavailable,Unknown Method,10.51635/27129926_2021_4_147
Accounts & Management,Management Accounts,Dixon Gunn,2001,0,Unavailable,Unknown Method,10.1002/9780470690574.ch27
Accounts & Management,Management Accounts and Financial Planning,"Maggie Shilcock, Georgina Stutchfield",2008,0,Unavailable,Unknown Method,10.1016/b978-0-7020-2920-2.50017-0
Accounts & Management,The Management of Accounts Receivable,Michael Firth,1976,0,Unavailable,Unknown Method,10.1007/978-1-349-15683-2_3
Accounts & Management,Medical Savings Accounts (MSAs),,2004,0,Unavailable,Unknown Method,10.4135/9781412950602.n501
Accounts & Management,Factoring of Accounts Receivable,,2004,0,Unavailable,Unknown Method,10.4135/9781412950602.n295
Accounts & Management,MANAGEMENT OF ACCOUNTS RECEIVABLE AND ACCOUNTS PAYABLE IN ORDER TO IMPROVE FINANCIAL CONDITION INDICATORS,"M.S. Beschetnova, L.S. Vorobyeva",2022,0,Unavailable,Unknown Method,10.54861/27131211_2022_5_5
Accounts & Management,Futher Issues in the Management of Accounts Receivables,Enase Okonedo,2000,0,Unavailable,Unknown Method,10.4314/lbsmr.v5i2.24449
Accounts & Management,Management of Accounts Receivable under Inflation,"Moshe Ben-Horim, Haim Levy",1983,8,Unavailable,Unknown Method,10.2307/3664837
Accounts & Management,Maintenance of Accounts and Consequences of Not Maintaining Accounts Under GST Law,K. Nagarajan,2021,0,Unavailable,Unknown Method,10.33516/maj.v56i7.30-32p
Accounts & Management,Chapter-33 Accounts Department,SK Joshi,2009,0,Unavailable,Unknown Method,10.5005/jp/books/10689_33
Accounts & Management,Understanding accounts,John Whiteley,2004,0,Unavailable,Unknown Method,10.1007/978-0-230-00098-8_2
Accounts & Management,Managing Key Accounts,Malcolm McDonald,2000,0,Unavailable,Unknown Method,10.1007/978-1-137-26638-5_17
Accounts & Management,Communicating During Organizational Change Using Social Accounts,"Danielle A. Tucker, Pamela Yeow, G. Tendayi Viki",2013,12,Unavailable,Field study,10.1177/0893318912469771
Accounts & Management,Accounts Receivable Management,Hunter Holzhauer,2023,1,Unavailable,Unknown Method,10.1142/9789811259661_0011
Accounts & Management,Accounts and Management Fraud,,2016,0,Unavailable,Unknown Method,10.4324/9781315583075-18
Accounts & Management,Merchants’ Accounts,,2012,0,Unavailable,Unknown Method,10.4324/9780203100875-13
Accounts & Management,GL chart of accounts maintenance for HANDI 2000 business management system,D. Wilson,1998,0,Unavailable,Unknown Method,10.2172/10154393
Accounts & Management,Artificial Intelligence (AI) on Management of Finance and Accounts,Mohammed Majeed,2024,0,Unavailable,Unknown Method,10.2174/9789815238211124010006
Accounts & Management,NHS Mail accounts,,2006,0,Unavailable,Unknown Method,10.7748/nm.13.6.37.s23
Accounts & Management,Understanding Financial Accounts,"Maggie Shilcock, Georgina Stutchfield",2008,0,Unavailable,Unknown Method,10.1016/b978-0-7020-2920-2.50016-9
Accounts & Management,Interpreting Financial Accounts,"Sally Messenger, Humphrey Shaw",1993,0,Unavailable,Unknown Method,10.1007/978-1-349-13080-1_16
Accounts & Management,Accounts Receivable Management: Information and Accounting Support and Main Aspects,Sergey Krylov,2022,0,Unavailable,Unknown Method,10.20944/preprints202206.0269.v1
Accounts & Management,Analysing Accounts,"Jim Dewhurst, Paul Burns",1993,0,Unavailable,Unknown Method,10.1007/978-1-349-23109-6_16
Accounts & Management,Understanding Accounts,"Jim Dewhurst, Paul Burns",1993,0,Unavailable,Unknown Method,10.1007/978-1-349-23109-6_6
Accounts & Management,Preparing Company Accounts,"Sally Messenger, Humphrey Shaw",1993,0,Unavailable,Unknown Method,10.1007/978-1-349-13080-1_10
Accounts & Management,FEATURES OF THE ANALYSIS OF ACCOUNTS RECEIVABLE AND ACCOUNTS PAYABLE OF THE COMPANY AND ITS MANAGEMENT,Yulia Dmitrievna Zrelova,2022,0,Unavailable,Unknown Method,10.46554/sciencexxi-2022.03-1.1-pp.299
Accounts & Management,The Accounts Receivable Management in Commercial Enterprises of the Installation and Heating Industry,Dorota Roszkowska-Hołysz,2013,0,Unavailable,Unknown Method,10.2478/manment-2013-0063
Accounts & Management,"The accounts payable management practices of small, medium and micro enterprises in the Cape Metropolis, South Africa","Samuel Tabot Enow, Peter Kamala",2016,2,Unavailable,Unknown Method,10.21511/imfi.13(1).2016.07
Accounts & Management,The Cases of Burner Accounts on Weibo: Do Burner Accounts Really Hide Your True Identity?,Hanyue Qin,2024,0,Unavailable,Unknown Method,10.54097/6a3xkp27
Accounts & Management,Modeling Working Capital Accounts,,2009,0,Unavailable,Modeling,10.1201/9781420090550-15
Accounts & Management,Contract Management,,2021,0,Unavailable,Unknown Method,10.1002/9781119700548.ch8
Accounts & Management,Tax-Induced Earnings Management and Book-tax Conformity: International Evidence from Unconsolidated Accounts.,Kelly Wentland,2020,0,Unavailable,Unknown Method,10.26226/morressier.5f0c7d3058e581e69b05cf92
Accounts & Management,Health savings accounts,Kathleen M. White,2008,0,Unavailable,Unknown Method,10.1097/01.numa.0000313094.96894.b6
Accounts & Management,Charity accounts – the background,,2001,0,Unavailable,Unknown Method,10.4324/9780203996577-17
Accounts & Management,Accounts Receivable Management in Selected Enterprises of Uzbekistan: Financial Stability Analysis," , Ozod Furkatovich Mirzaev",2018,0,Unavailable,Unknown Method,10.18775/ijmsba.1849-5664-5419.2014.45.1006
Accounts & Management,Integrated and Interlocking Accounts,Roger Hussey,1989,0,Unavailable,Unknown Method,10.1007/978-1-349-19930-3_5
Accounts & Management,Preparing the Ledger Accounts,"Sally Messenger, Humphrey Shaw",1993,0,Unavailable,Unknown Method,10.1007/978-1-349-13080-1_4
Accounts & Management,FARM-YARD MANAGEMENT. MARKETS. ACCOUNTS,,2015,0,Unavailable,Unknown Method,10.1017/cbo9781107706071.042
Accounts & Management,Participants and adoption accounts,Charles-Clemens Rüling,2002,0,Unavailable,Unknown Method,10.1007/978-3-663-10707-1_5
Accounts & Management,How to Implement a Standard Chart of Accounts Effectively,,2002,0,Unavailable,Unknown Method,10.5040/9781472920362.0033
Accounts & Management,Notes on the accounts,,1974,2,Unavailable,Unknown Method,10.1108/eb056465
Accounts & Management,Problems and Countermeasures of Accounts Receivable Management of Semir Apparel,,2023,0,Unavailable,Unknown Method,10.25236/ajbm.2023.051225
Accounts & Management,ACCOUNTS RECEIVABLE LEVELS AS PART LIQUIDITY MANAGEMENT STRATEGY IN POLISH NONPROFIT ORGANIZATIONS,Grzegorz Michalski,2012,2,Unavailable,Unknown Method,10.5755/j01.em.17.3.2107
Accounts & Management,A Portfolio Management Approach in Accounts Receivable Management,Grzegorz Michalski,2008,2,Unavailable,Unknown Method,10.2478/v10033-008-0018-4
Accounts & Management,Monitoring Accounts Receivable Using Variance Analysis,"George W. Gallinger, A. James Ifflander",1986,13,Unavailable,Unknown Method,10.2307/3665782
Accounts & Management,National Accounts Revisited,"Paul Dishman, Philip S Nitse",1998,21,Unavailable,Unknown Method,10.1016/s0019-8501(97)00022-9
Accounts & Management,HM Land Registry  annual report and accounts 2000-2001,,2002,3,Unavailable,Unknown Method,10.1108/pm.2002.11320aab.019
Accounts & Management,Accounts Payable Management,"David A. Burnie, Adri de Ridder",2023,0,Unavailable,Unknown Method,10.1142/9789811259661_0013
Accounts & Management,"Organizational Justice and Conflict Management: Social Accounts, Third Parties, and Grievance Systems",,1998,0,Unavailable,Unknown Method,10.4135/9781452225777.n6
Accounts & Management,Risk Prevention and Control Measures in the Management of Enterprise's Accounts Receivable,,2021,0,Unavailable,Unknown Method,10.47939/em.v2i9.15
Accounts & Management,FORMATION OF A MANAGEMENT SYSTEM FOR ACCOUNTS RECEIVABLE AND ACCOUNTS PAYABLE OF AN ORGANIZATION IN MODERN CONDITIONS,"Diana Magomedovna Allahkulieva, Zhariyat Bakhmudovna Rabadanova",2022,0,Unavailable,Unknown Method,10.47576/2712-7559_2022_3_5_399
Accounts & Management,COSO-Based Internal Control and Working Capital Management: Evidence from Accounts Receivables in China.,Nan Zhou,2020,0,Unavailable,Unknown Method,10.26226/morressier.5f0c7d3058e581e69b05cfc9
Accounts & Management,No Title,,2016,0,Unavailable,Unknown Method,10.3030/690047
Accounts & Management,Understanding Practice Accounts,John Gripper,2001,0,Unavailable,Unknown Method,10.1002/9780470690574.ch23
Accounts & Management,Problems and Countermeasures of Accounts Receivable Management in Small and Medium-sized Enterprises,,2021,0,Unavailable,Unknown Method,10.47939/em.v2i6.04
Accounts & Management,A Reliable Framework for Monitoring Accounts Receivable,"Michael D. Carpenter, Jack E. Miller",1979,3,Unavailable,Unknown Method,10.2307/3664878
Accounts & Management,Opportunity Cost in the Evaluation of Investment in Accounts Receivable,John S. Oh,1976,16,Unavailable,Unknown Method,10.2307/3665178
Accounts & Management,Accounts Receivable Management in Nonprofit Organizations,Grzegorz Marek Michalski,2012,26,Unavailable,Unknown Method,10.2139/ssrn.2193352
Accounts & Management,Another Look at the Evaluation of Investment in Accounts Receivable,Edward A. Dyl,1977,13,Unavailable,Unknown Method,10.2307/3664967
Accounts & Management,CQC Annual Report and Accounts 2018–19,Helena Frankova,2019,1,Unavailable,Unknown Method,10.12968/prma.2019.29.9.12
Accounts & Management,An Integrated Model for Accounts Receivable Management,"Zvi Lieber, Yair E. Orgler",1975,20,Unavailable,Unknown Method,10.1287/mnsc.22.2.212
Accounts & Management,Research on Enterprise Accounts Receivable Management and Accounting in the Era of Big Data,,2022,0,Unavailable,Unknown Method,10.47939/em.v3i2.006
Accounts & Management,Integration of Landscape Management Labor Accounts,"Hiroyuki Shimizu, Chika Takatori, Nobuko Kawaguchi, Keidai Minamoto",2016,0,Unavailable,Unknown Method,10.1007/978-981-10-2278-4_17
Accounts & Management,Difference and interruption in research accounts,Olga Belova,2009,1,Unavailable,Unknown Method,10.1016/j.scaman.2009.01.001
Accounts & Management,"Managing Economic Impacts, Tourism Satellite Accounts and Observatories",A MASSIEU,2006,1,Unavailable,Unknown Method,10.1016/b978-0-7506-6378-6.50034-2
Accounts & Management,Accounts Receivable Decisions in a Capital Budgeting Framework,"Kanwal S. Sachdeva, Lawrence J. Gitman",1981,8,Unavailable,Unknown Method,10.2307/3664855
Accounts & Management,Interpretation of tenants' accounts,G.A. Milnes,1983,0,Unavailable,Unknown Method,10.1108/eb006542
Accounts & Management,Information and Accounting Support for Accounts Receivable Management,Sergey Krylov,2020,1,Unavailable,Unknown Method,10.2139/ssrn.3635413
Accounts & Management,Integrated and Interlocking Accounts,"Jill Collis, Roger Hussey",1999,0,Unavailable,Unknown Method,10.1007/978-1-349-90655-0_5
Accounts & Management,The Private Auditing of Public Accounts,Russell Banham,1990,3,Unavailable,Unknown Method,10.1007/978-1-349-15141-7_16
Accounts & Management,Supplier Selection and Management,,2021,0,Unavailable,Unknown Method,10.1002/9781119700548.ch7
Accounts & Management,Appendix B: Example of Management Accounts,,2003,0,Unavailable,Unknown Method,10.1002/9780470759097.app2
Accounts & Management,Appendix B Example of Management Accounts,,2019,0,Unavailable,Unknown Method,10.1002/9781118918128.app2
Accounts & Management,"Equity, Public Resources and National Accounts",Ralf Buckley,1991,0,Unavailable,Unknown Method,10.1007/978-3-642-76502-5_4
Accounts & Management,Appendix B: Example of Management Accounts,,2008,0,Unavailable,Unknown Method,10.1002/9781444301465.app2
Accounts & Management,Chart of Accounts,"GR Kulkarni, P Satyashankar, Libert Gomes",2009,0,Unavailable,Unknown Method,10.5005/jp/books/10306_17
Accounts & Management,Accounts in context: Themes and issues,Charles-Clemens Rüling,2002,0,Unavailable,Unknown Method,10.1007/978-3-663-10707-1_6
Accounts & Management,ASPECTS OF IMPROVING OF THE ACCOUNTS IN THE PROCESS OF FORMING THE ANALYTICAL INDICATORS,Inna Lazaryshyna,2022,0,Unavailable,Unknown Method,10.46299/isg.2022.mono.econ.4.1.2
Accounts & Management,Would private accounts improve Social Security? Affirmative: Private accounts would improve Social Security,Jeffrey R. Brown,2006,2,Unavailable,Unknown Method,10.1002/pam.20198
Accounts & Management,"Top management involvement with key accounts: The concept, its dimensions, and strategic outcomes",Rodrigo Guesalaga,2014,36,Unavailable,Unknown Method,10.1016/j.indmarman.2014.06.004
Accounts & Management,MODERN APPROACHES TO THE MANAGEMENT OF ACCOUNTS RECEIVABLE AND ACCOUNTS PAYABLE OF THE ORGANIZATION,М.В. ФЕРАФОНТОВА,2023,0,Unavailable,Theoretical,10.34925/eip.2023.152.3.250
Accounts & Management,SP 043 Management of Bank Accounts,Titus De Silva,2020,0,Unavailable,Unknown Method,10.4324/9781003042846-112
Accounts & Management,The practice manager guide to accounts. Part 1: Income,Hilary Lowe,2017,0,Unavailable,Unknown Method,10.12968/prma.2017.27.7.36
Accounts & Management,SP 042 Preparation of Management Accounts,Titus De Silva,2020,0,Unavailable,Unknown Method,10.4324/9781003042846-111
Accounts & Management,"Empowerment through Quality Management: Employee Accounts from inside a Bank, a Hotel and two Factories",Chris Rees,1998,7,Unavailable,Unknown Method,10.4135/9781446280263.n3
Accounts & Management,A Generalized Model for Monitoring Accounts Receivable,"James A. Gentry, Jesus M. De La Garza",1985,4,Unavailable,Unknown Method,10.2307/3665334
Accounts & Management,Would private accounts improve Social Security? Negative: Private accounts would not improve Social Security,Kenneth S. Apfel,2006,1,Unavailable,Unknown Method,10.1002/pam.20199
Accounts & Management,The Payments-Pattern Approach to the Forecasting and Control of Accounts Receivable,Bernell K. Stone,1976,14,Unavailable,Unknown Method,10.2307/3665133
Accounts & Management,The practice manager guide to accounts. Part 2: Expenditure,Hilary Lowe,2017,0,Unavailable,Unknown Method,10.12968/prma.2017.27.8.38
Accounts & Management,Country Tables,,2021,0,Unavailable,Unknown Method,10.1787/83a1a45b-en
Accounts & Management,Auditing of reserve fund accounts,Charles Niren,1992,0,Unavailable,Unknown Method,10.1108/02637479210030358
Accounts & Management,ACCOUNTING ASPECTS OF ACCOUNTS PAYABLE MANAGEMENT OF THE ENTERPRISE,"S. Burlan, Yu. Valentova",2021,0,Unavailable,Unknown Method,10.32702/2307-2105-2021.1.76
Accounts & Management,Management of Accounts Receivable,"Pamela P. Drake, Frank J. Fabozzi",2008,3,Unavailable,Unknown Method,10.1002/9780470404324.hof002084
Accounts & Management,Introduction,Sandra Paola Alvarez Tinajero,2014,0,Unavailable,Unknown Method,10.4000/books.iheid.1726
Accounts & Management,Acknowledgments,Sandra Paola Alvarez Tinajero,2014,0,Unavailable,Unknown Method,10.4000/books.iheid.1727
