Author Name,ORCID ID,Title,DOI,Year,Citations,Research Method
Marcin Leszczyński,http://orcid.org/0000-0003-4896-6237,Information economics as a tool of economics and development policy,10.56091/psde2.9,2022,0,Unknown Method
Marion Fourcade,http://orcid.org/0000-0002-4821-9031,Economics: the view from below,10.1186/s41937-017-0019-2,2018,11,Unknown Method
Linda Schilling,No ORCID,Some simple bitcoin economics,10.1016/j.jmoneco.2019.07.002,2019,240,Unknown Method
Harald Uhlig,http://orcid.org/0000-0003-0918-032X,Some simple bitcoin economics,10.1016/j.jmoneco.2019.07.002,2019,240,Unknown Method
 ,No ORCID,Two-sample intraclass correlation coefficient tests for matrix-valued data,10.15626/ns.wp.2024.06,2024,0,Unknown Method
Yuli Liang,No ORCID,Two-sample intraclass correlation coefficient tests for matrix-valued data,10.15626/ns.wp.2024.06,2024,0,Unknown Method
Chengcheng Hao,No ORCID,Two-sample intraclass correlation coefficient tests for matrix-valued data,10.15626/ns.wp.2024.06,2024,0,Unknown Method
 ,No ORCID,Two-sample intraclass correlation coefficient tests for matrix-valued data,10.15626/ns.wp.2024.06,2024,0,Unknown Method
Deliang Dai,http://orcid.org/0000-0002-0789-5826,Two-sample intraclass correlation coefficient tests for matrix-valued data,10.15626/ns.wp.2024.06,2024,0,Unknown Method
 ,No ORCID,Two-sample intraclass correlation coefficient tests for matrix-valued data,10.15626/ns.wp.2024.06,2024,0,Unknown Method
Ivan Mitrouchev,http://orcid.org/0000-0002-8960-4550,"Identity, ethics and behavioural welfare economics",10.1017/s0266267123000123,2023,2,Unknown Method
Valerio Buonomo,No ORCID,"Identity, ethics and behavioural welfare economics",10.1017/s0266267123000123,2023,2,Unknown Method
 ,No ORCID,Economic Growth and CO2 Emission in ASEAN: Panel-ARDL Approach,10.47291/efi.2022.04,2023,1,Unknown Method
Feriansyah Feriansyah,http://orcid.org/0009-0000-2273-437X,Economic Growth and CO2 Emission in ASEAN: Panel-ARDL Approach,10.47291/efi.2022.04,2023,1,Unknown Method
Hari Nugroho,No ORCID,Economic Growth and CO2 Emission in ASEAN: Panel-ARDL Approach,10.47291/efi.2022.04,2023,1,Unknown Method
 ,No ORCID,Economic Growth and CO2 Emission in ASEAN: Panel-ARDL Approach,10.47291/efi.2022.04,2023,1,Unknown Method
Aura Asyda Larre,http://orcid.org/0000-0002-5620-4091,Economic Growth and CO2 Emission in ASEAN: Panel-ARDL Approach,10.47291/efi.2022.04,2023,1,Unknown Method
 ,No ORCID,Economic Growth and CO2 Emission in ASEAN: Panel-ARDL Approach,10.47291/efi.2022.04,2023,1,Unknown Method
Qori’atul Septiavin,http://orcid.org/0000-0002-0716-6789,Economic Growth and CO2 Emission in ASEAN: Panel-ARDL Approach,10.47291/efi.2022.04,2023,1,Unknown Method
 ,No ORCID,Economic Growth and CO2 Emission in ASEAN: Panel-ARDL Approach,10.47291/efi.2022.04,2023,1,Unknown Method
Cintya Khairun Nisa,http://orcid.org/0000-0002-2536-130X,Economic Growth and CO2 Emission in ASEAN: Panel-ARDL Approach,10.47291/efi.2022.04,2023,1,Unknown Method
 ,No ORCID,Economic Growth and CO2 Emission in ASEAN: Panel-ARDL Approach,10.47291/efi.2022.04,2023,1,Unknown Method
Steve Cohn,http://orcid.org/0000-0003-0334-4338,The Implications of the Triumph of Neoclassical Economics over Marxist Economics in China,10.1177/0486613420967211,2020,1,Unknown Method
Tin Horvatinović,http://orcid.org/0000-0001-7447-9913,A decade for the books: Bibliometric analysis of Economics Letters,10.1016/j.econlet.2022.110542,2022,9,Unknown Method
Marina Matošec,http://orcid.org/0000-0003-1143-312X,A decade for the books: Bibliometric analysis of Economics Letters,10.1016/j.econlet.2022.110542,2022,9,Unknown Method
Michael Roos,http://orcid.org/0000-0002-5465-9893,Complexity Economics,10.1007/978-3-031-51436-4_4,2024,0,Unknown Method
R Beena,http://orcid.org/0009-0004-0558-7741,Navigating Healthcare Economics:  Addressing Challenges and  Implementing Reforms,10.34293/economics.v12i3.7696,2024,0,Unknown Method
Gerrit Antonides,http://orcid.org/0000-0002-9983-1263,The Behavioral Economics of Healthy and Sustainable Food Consumption,10.1007/978-3-030-83928-4_9,2022,0,Unknown Method
Carmine Gorga,http://orcid.org/0000-0002-8467-5528,Ethics in Concordian Economics: Economic Justice—The Economics of Morality,10.1007/978-3-031-47320-3_9,2023,0,Unknown Method
Finn Olesen,http://orcid.org/0000-0001-7001-5185,Economics and ethics: Is economics a moral science?,10.54337/ojs.bess.v6i1.8718,2024,0,Unknown Method
Joanna Boehnert,http://orcid.org/0000-0002-8990-0325,Anthropocene Economics and Design: Heterodox Economics for Design Transitions,10.1016/j.sheji.2018.10.002,2018,10,Unknown Method
Michael E. Rose,http://orcid.org/0000-0002-4128-4236,Adviser connectedness and placement outcomes in the economics job market,10.1016/j.labeco.2023.102397,2023,1,Unknown Method
Suraj Shekhar,http://orcid.org/0000-0002-2478-3076,Adviser connectedness and placement outcomes in the economics job market,10.1016/j.labeco.2023.102397,2023,1,Unknown Method
Carmine Gorga,http://orcid.org/0000-0002-8467-5528,Politics and Economics,10.1007/978-3-031-54642-6_2,2024,0,Unknown Method
Gabriel M. Ahlfeldt,No ORCID,The economics of skyscrapers: A synthesis,10.1016/j.jue.2021.103419,2022,25,Unknown Method
Jason Barr,http://orcid.org/0000-0003-3666-8654,The economics of skyscrapers: A synthesis,10.1016/j.jue.2021.103419,2022,25,Unknown Method
 ,No ORCID,Corporate Reporting: European Experience,10.32983/2222-4459-2022-1-74-82,2022,0,Unknown Method
O. O. Avhustоva,http://orcid.org/0000-0002-5646-4432,Corporate Reporting: European Experience,10.32983/2222-4459-2022-1-74-82,2022,0,Unknown Method
O. M. Romashko,http://orcid.org/0000-0003-3466-3489,Corporate Reporting: European Experience,10.32983/2222-4459-2022-1-74-82,2022,0,Unknown Method
 ,No ORCID,Corporate Reporting: European Experience,10.32983/2222-4459-2022-1-74-82,2022,0,Unknown Method
O. P. Kuzmenko,http://orcid.org/0000-0002-7696-9294,Corporate Reporting: European Experience,10.32983/2222-4459-2022-1-74-82,2022,0,Unknown Method
 ,No ORCID,Corporate Reporting: European Experience,10.32983/2222-4459-2022-1-74-82,2022,0,Unknown Method
 ,No ORCID,Influence of Intergovernmental Transfers on Regional Incomes in Russia,10.14530/se.2022.3.063-092,2022,0,Unknown Method
Artem Bashenkov,No ORCID,Influence of Intergovernmental Transfers on Regional Incomes in Russia,10.14530/se.2022.3.063-092,2022,0,Unknown Method
Alexander Myasnikov,http://orcid.org/0000-0001-8513-366X,Influence of Intergovernmental Transfers on Regional Incomes in Russia,10.14530/se.2022.3.063-092,2022,0,Unknown Method
 ,No ORCID,Influence of Intergovernmental Transfers on Regional Incomes in Russia,10.14530/se.2022.3.063-092,2022,0,Unknown Method
Elena Semerikova,http://orcid.org/0000-0003-2527-7527,Influence of Intergovernmental Transfers on Regional Incomes in Russia,10.14530/se.2022.3.063-092,2022,0,Unknown Method
 ,No ORCID,Influence of Intergovernmental Transfers on Regional Incomes in Russia,10.14530/se.2022.3.063-092,2022,0,Unknown Method
Svetlana Seregina,http://orcid.org/0000-0003-2856-9867,Influence of Intergovernmental Transfers on Regional Incomes in Russia,10.14530/se.2022.3.063-092,2022,0,Unknown Method
 ,No ORCID,Influence of Intergovernmental Transfers on Regional Incomes in Russia,10.14530/se.2022.3.063-092,2022,0,Unknown Method
Nodir Adilov,http://orcid.org/0000-0002-9616-0433,The economics of satellite deorbiting performance bonds,10.1016/j.econlet.2023.111150,2023,2,Unknown Method
Peter J. Alexander,No ORCID,The economics of satellite deorbiting performance bonds,10.1016/j.econlet.2023.111150,2023,2,Unknown Method
Brendan M. Cunningham,No ORCID,The economics of satellite deorbiting performance bonds,10.1016/j.econlet.2023.111150,2023,2,Unknown Method
Carmine Gorga,http://orcid.org/0000-0002-8467-5528,From the Logic of Mainstream Economics to the Logic of Concordian Economics,10.1007/978-3-031-47320-3_5,2023,0,Unknown Method
Antonio Scialà,http://orcid.org/0000-0003-3612-5158,The economics of regional railway regulation under vertical separation,10.1016/j.ecotra.2024.100344,2024,0,Unknown Method
Francesca Stroffolini,No ORCID,The economics of regional railway regulation under vertical separation,10.1016/j.ecotra.2024.100344,2024,0,Unknown Method
Aneta Bełdycka-Bórawska,http://orcid.org/0000-0002-1398-0082,MANAGEMENT AND ECONOMICS OF WATER RESOURCES IN PORTUGAL,10.58246/sj-economics.v52i1.649,2024,0,Unknown Method
Filipe Bengla,http://orcid.org/0009-0009-5138-9689,MANAGEMENT AND ECONOMICS OF WATER RESOURCES IN PORTUGAL,10.58246/sj-economics.v52i1.649,2024,0,Unknown Method
 ,No ORCID,Modern Aspects of Safety Assessment of Foodstuff,10.22178/pos.33-7,2018,2,Unknown Method
Tetiana Chorna,http://orcid.org/0000-0002-3497-2858,Modern Aspects of Safety Assessment of Foodstuff,10.22178/pos.33-7,2018,2,Unknown Method
Dmytro Yanushkevych,http://orcid.org/0000-0003-3684-518X,Modern Aspects of Safety Assessment of Foodstuff,10.22178/pos.33-7,2018,2,Unknown Method
 ,No ORCID,Modern Aspects of Safety Assessment of Foodstuff,10.22178/pos.33-7,2018,2,Unknown Method
Vita Afanasieva,http://orcid.org/0000-0002-1990-5884,Modern Aspects of Safety Assessment of Foodstuff,10.22178/pos.33-7,2018,2,Unknown Method
 ,No ORCID,Modern Aspects of Safety Assessment of Foodstuff,10.22178/pos.33-7,2018,2,Unknown Method
Auberth Henrik Venson,http://orcid.org/0000-0002-4452-1997,Behavioral economics in the analysis of health economics,10.1007/s43546-022-00243-0,2022,1,Unknown Method
Adriana Sbicca,http://orcid.org/0000-0002-6862-9070,Behavioral economics in the analysis of health economics,10.1007/s43546-022-00243-0,2022,1,Unknown Method
David Bishai,http://orcid.org/0000-0003-0714-9062,The Meliorist Project in health economics,10.1002/hec.3971,2020,0,Unknown Method
Lise Rochaix,No ORCID,The Meliorist Project in health economics,10.1002/hec.3971,2020,0,Unknown Method
Joakim Jansson,http://orcid.org/0000-0003-1942-552X,Grading bias and the leaky pipeline in economics: Evidence from Stockholm University,10.1016/j.labeco.2022.102212,2022,4,Unknown Method
Björn Tyrefors,No ORCID,Grading bias and the leaky pipeline in economics: Evidence from Stockholm University,10.1016/j.labeco.2022.102212,2022,4,Unknown Method
Sedefka Beck,http://orcid.org/0000-0003-4238-7488,Generative AI in Economics: Teaching Economics and AI Literacy,10.53593/n4121a,2024,0,Unknown Method
Donka Brodersen,No ORCID,Generative AI in Economics: Teaching Economics and AI Literacy,10.53593/n4121a,2024,0,Unknown Method
Mohammad Asad Bin Yousuf,http://orcid.org/0009-0007-9538-7840,"Micro, Macro and Home Economics (A comparative analysis)",10.33774/coe-2023-thw8s,2023,0,Unknown Method
Richard Smith,http://orcid.org/0000-0003-3837-6559,Public health economics: Should it be more offensive?,10.1002/hec.4868,2024,0,Unknown Method
Dimitrios Nomidis,http://orcid.org/0000-0001-9094-1522,Revisiting Cournot and Neoclassical Economics,10.1080/10370196.2022.2149130,2023,1,Unknown Method
Carmine Gorga,http://orcid.org/0000-0002-8467-5528,Ethics in Concordian Economics,10.1007/978-3-031-54642-6_11,2024,0,Unknown Method
Magdalena Cladera,http://orcid.org/0000-0002-5694-4735,Assessing the attitudes of economics students towards econometrics,10.1016/j.iree.2021.100216,2021,3,Unknown Method
 ,No ORCID,Interregional Effects of Innovations in Russia: Analysis from the Bayesian Perspective,10.14530/se.2024.1.125-143,2024,0,Modeling
Dmitrii Tereshchenko,http://orcid.org/0000-0002-8973-542X,Interregional Effects of Innovations in Russia: Analysis from the Bayesian Perspective,10.14530/se.2024.1.125-143,2024,0,Modeling
Betül Sarı Aksakal,http://orcid.org/0000-0003-2668-364X,From Classical Political Economics to Neoclassical (Mainstream) Economics: The Ideological Reproduction and Depoliticization Process of Economics,10.17233/sosyoekonomi.2024.02.10,2024,0,Theoretical
 ,No ORCID,Modern Approaches to Risk Management and Their Use in Customs,10.22178/pos.21-6,2017,3,Unknown Method
Vita Afanasieva,http://orcid.org/0000-0002-1990-5884,Modern Approaches to Risk Management and Their Use in Customs,10.22178/pos.21-6,2017,3,Unknown Method
Leonid Ivanov,No ORCID,Modern Approaches to Risk Management and Their Use in Customs,10.22178/pos.21-6,2017,3,Unknown Method
 ,No ORCID,Modern Approaches to Risk Management and Their Use in Customs,10.22178/pos.21-6,2017,3,Unknown Method
Dmytro Yanushkevych,http://orcid.org/0000-0003-3684-518X,Modern Approaches to Risk Management and Their Use in Customs,10.22178/pos.21-6,2017,3,Unknown Method
 ,No ORCID,Modern Approaches to Risk Management and Their Use in Customs,10.22178/pos.21-6,2017,3,Unknown Method
Louis-Philippe Rochon,http://orcid.org/0000-0002-8542-7497,THE FUTURE OF POST-KEYNESIAN ECONOMICS: Post-Keynesian Economics at 50,10.46298/jpe.10890,2023,0,Unknown Method
Holger Strulik,http://orcid.org/0000-0002-5615-2412,The economics of aging with infectious and chronic diseases,10.1016/j.ehb.2023.101319,2024,1,Unknown Method
Volker Grossmann,http://orcid.org/0000-0001-8917-3503,The economics of aging with infectious and chronic diseases,10.1016/j.ehb.2023.101319,2024,1,Unknown Method
Johanna Wehkamp,http://orcid.org/0000-0001-5154-8402,Governance and deforestation — a meta-analysis in economics,10.1016/j.ecolecon.2017.07.030,2018,41,Unknown Method
Nicolas Koch,No ORCID,Governance and deforestation — a meta-analysis in economics,10.1016/j.ecolecon.2017.07.030,2018,41,Unknown Method
Sebastian Lübbers,No ORCID,Governance and deforestation — a meta-analysis in economics,10.1016/j.ecolecon.2017.07.030,2018,41,Unknown Method
Sabine Fuss,No ORCID,Governance and deforestation — a meta-analysis in economics,10.1016/j.ecolecon.2017.07.030,2018,41,Unknown Method
Alisa Voslinsky,http://orcid.org/0000-0002-5545-4160,Incentives in experimental economics,10.1016/j.socec.2021.101706,2021,32,Experiment
Ofer H. Azar,http://orcid.org/0000-0003-0154-327X,Incentives in experimental economics,10.1016/j.socec.2021.101706,2021,32,Experiment
 ,No ORCID,Formal and Non-Formal Education and Training As an Instrument Fostering Innovation and Competitiveness in EU Member Countries,10.7441/joc.2020.03.05,2020,8,Survey
Sabina Denkowska,http://orcid.org/0000-0003-4663-8010,Formal and Non-Formal Education and Training As an Instrument Fostering Innovation and Competitiveness in EU Member Countries,10.7441/joc.2020.03.05,2020,8,Survey
Kamil Fijorek,http://orcid.org/0000-0003-1262-6425,Formal and Non-Formal Education and Training As an Instrument Fostering Innovation and Competitiveness in EU Member Countries,10.7441/joc.2020.03.05,2020,8,Survey
 ,No ORCID,Formal and Non-Formal Education and Training As an Instrument Fostering Innovation and Competitiveness in EU Member Countries,10.7441/joc.2020.03.05,2020,8,Survey
Grazyna Wegrzyn,http://orcid.org/0000-0003-4735-2807,Formal and Non-Formal Education and Training As an Instrument Fostering Innovation and Competitiveness in EU Member Countries,10.7441/joc.2020.03.05,2020,8,Survey
 ,No ORCID,Formal and Non-Formal Education and Training As an Instrument Fostering Innovation and Competitiveness in EU Member Countries,10.7441/joc.2020.03.05,2020,8,Survey
MR Vaidyanathan,http://orcid.org/0000-0003-0171-8500,Economics of Production and Marketing of Small Onion in Coimbatore District,10.34293/economics.v11i1.5813,2022,0,Unknown Method
Galina Hale,http://orcid.org/0000-0002-5604-9730,Gender ratios at top PhD programs in economics,10.1016/j.econedurev.2014.03.007,2014,36,Unknown Method
Tali Regev,No ORCID,Gender ratios at top PhD programs in economics,10.1016/j.econedurev.2014.03.007,2014,36,Unknown Method
Steven Gordon,http://orcid.org/0000-0002-9015-2547,A deep analysis of the economics and finance research on cryptocurrencies,10.1016/j.econlet.2023.111136,2023,1,Unknown Method
Zhi Li,No ORCID,A deep analysis of the economics and finance research on cryptocurrencies,10.1016/j.econlet.2023.111136,2023,1,Unknown Method
John Marthinsen,http://orcid.org/0000-0001-7288-7569,A deep analysis of the economics and finance research on cryptocurrencies,10.1016/j.econlet.2023.111136,2023,1,Unknown Method
 ,No ORCID,Digitalization of the Audit of Enterprises of Public Interest in the Conditions of the Inclusive Economy,10.32983/2222-4459-2023-2-86-92,2023,0,Unknown Method
Ihor O. Fedorov,http://orcid.org/0000-0003-2958-7880,Digitalization of the Audit of Enterprises of Public Interest in the Conditions of the Inclusive Economy,10.32983/2222-4459-2023-2-86-92,2023,0,Unknown Method
Karina O. Nazarova,http://orcid.org/0000-0002-0133-7364,Digitalization of the Audit of Enterprises of Public Interest in the Conditions of the Inclusive Economy,10.32983/2222-4459-2023-2-86-92,2023,0,Unknown Method
 ,No ORCID,Digitalization of the Audit of Enterprises of Public Interest in the Conditions of the Inclusive Economy,10.32983/2222-4459-2023-2-86-92,2023,0,Unknown Method
Mariia O. Nezhyva,http://orcid.org/0000-0002-3008-5338,Digitalization of the Audit of Enterprises of Public Interest in the Conditions of the Inclusive Economy,10.32983/2222-4459-2023-2-86-92,2023,0,Unknown Method
 ,No ORCID,Digitalization of the Audit of Enterprises of Public Interest in the Conditions of the Inclusive Economy,10.32983/2222-4459-2023-2-86-92,2023,0,Unknown Method
Viktoriia O. Mysiuk,http://orcid.org/0000-0001-8931-7335,Digitalization of the Audit of Enterprises of Public Interest in the Conditions of the Inclusive Economy,10.32983/2222-4459-2023-2-86-92,2023,0,Unknown Method
 ,No ORCID,Digitalization of the Audit of Enterprises of Public Interest in the Conditions of the Inclusive Economy,10.32983/2222-4459-2023-2-86-92,2023,0,Unknown Method
 ,No ORCID,Collaboration and Connectivity: Historical Evidence from Patent Records,10.15626/ns.wp.2023.02,2023,0,Unknown Method
Thor Berger,No ORCID,Collaboration and Connectivity: Historical Evidence from Patent Records,10.15626/ns.wp.2023.02,2023,0,Unknown Method
 ,No ORCID,Collaboration and Connectivity: Historical Evidence from Patent Records,10.15626/ns.wp.2023.02,2023,0,Unknown Method
 ,No ORCID,Collaboration and Connectivity: Historical Evidence from Patent Records,10.15626/ns.wp.2023.02,2023,0,Unknown Method
Erik Prawitz,http://orcid.org/0000-0002-9970-3739,Collaboration and Connectivity: Historical Evidence from Patent Records,10.15626/ns.wp.2023.02,2023,0,Unknown Method
 ,No ORCID,Collaboration and Connectivity: Historical Evidence from Patent Records,10.15626/ns.wp.2023.02,2023,0,Unknown Method
Robert S. Rycroft,http://orcid.org/0009-0005-9414-4981,The Economics of Discrimination,10.4324/9781003335863-24,2024,0,Unknown Method
Humberto Llavador,http://orcid.org/0000-0003-4058-7486,Experiments for teaching economics,10.4337/9781803921983.00020,2024,0,Experiment
Paul Jackson,http://orcid.org/0000-0002-6820-4267,Equilibrium underemployment,10.1016/j.labeco.2023.102334,2023,1,Unknown Method
Stefan Wintein,http://orcid.org/0000-0002-1394-9704,How to be absolutely fair Part II: Philosophy meets economics,10.1017/s026626712300041x,2024,1,Unknown Method
Conrad Heilmann,http://orcid.org/0000-0003-1007-4372,How to be absolutely fair Part II: Philosophy meets economics,10.1017/s026626712300041x,2024,1,Unknown Method
Makoto Yano,http://orcid.org/0000-0002-2702-1894,Professor Ronald W. Jones and his influence on Asia Pacific economics,10.1016/j.asieco.2021.101371,2021,0,Unknown Method
Khanh Hoang,No ORCID,"Credit information sharing, nonperforming loans and economic growth: A cross-country analysis",10.1080/23322039.2022.2045720,2022,5,Unknown Method
Son Tran,http://orcid.org/0000-0002-8923-4553,"Credit information sharing, nonperforming loans and economic growth: A cross-country analysis",10.1080/23322039.2022.2045720,2022,5,Unknown Method
Liem Nguyen,No ORCID,"Credit information sharing, nonperforming loans and economic growth: A cross-country analysis",10.1080/23322039.2022.2045720,2022,5,Unknown Method
 ,No ORCID,Spatial Modeling of Voting Preferences in Russian Federation,10.14530/se.2020.2.070-100,2020,0,Modeling
Elena Podkolzina,http://orcid.org/0000-0002-8363-6711,Spatial Modeling of Voting Preferences in Russian Federation,10.14530/se.2020.2.070-100,2020,0,Modeling
Olga Demidova,http://orcid.org/0000-0001-5201-3207,Spatial Modeling of Voting Preferences in Russian Federation,10.14530/se.2020.2.070-100,2020,0,Modeling
 ,No ORCID,Spatial Modeling of Voting Preferences in Russian Federation,10.14530/se.2020.2.070-100,2020,0,Modeling
Lada Kuletskaya,http://orcid.org/0000-0003-2069-9800,Spatial Modeling of Voting Preferences in Russian Federation,10.14530/se.2020.2.070-100,2020,0,Modeling
 ,No ORCID,Spatial Modeling of Voting Preferences in Russian Federation,10.14530/se.2020.2.070-100,2020,0,Modeling
 ,No ORCID,Spatial Modeling of Voter Choice: The Survey of Theoretical and Empirical Approach,10.14530/se.2021.2.127-164,2021,0,"Survey, Theoretical, Modeling"
Lada Kuletskaya,http://orcid.org/0000-0003-2069-9800,Spatial Modeling of Voter Choice: The Survey of Theoretical and Empirical Approach,10.14530/se.2021.2.127-164,2021,0,"Survey, Theoretical, Modeling"
Stanislav Ivanov,http://orcid.org/0000-0002-6851-5823,Robots in tourism: A research agenda for tourism economics,10.1177/1354816619879583,2019,91,Unknown Method
Craig Webster,No ORCID,Robots in tourism: A research agenda for tourism economics,10.1177/1354816619879583,2019,91,Unknown Method
Chengping Zhang,http://orcid.org/0000-0002-0314-0004,Teaching economics behind the global COVID-19 pandemic,10.1016/j.iree.2020.100206,2021,7,Unknown Method
Jonathan Ramse,No ORCID,Teaching economics behind the global COVID-19 pandemic,10.1016/j.iree.2020.100206,2021,7,Unknown Method
 ,No ORCID,ANALYSIS OF THE ECONOMIC TERMS OF THE INTERNET MEDIA IN THE SLOVAK REPUBLIC,10.31410/itema.s.p.2019.107,2019,0,Unknown Method
Marcel Lincényi,http://orcid.org/0000-0002-9076-026X,ANALYSIS OF THE ECONOMIC TERMS OF THE INTERNET MEDIA IN THE SLOVAK REPUBLIC,10.31410/itema.s.p.2019.107,2019,0,Unknown Method
Michal Fabuš,http://orcid.org/0000-0002-3792-179X,ANALYSIS OF THE ECONOMIC TERMS OF THE INTERNET MEDIA IN THE SLOVAK REPUBLIC,10.31410/itema.s.p.2019.107,2019,0,Unknown Method
 ,No ORCID,ANALYSIS OF THE ECONOMIC TERMS OF THE INTERNET MEDIA IN THE SLOVAK REPUBLIC,10.31410/itema.s.p.2019.107,2019,0,Unknown Method
 ,No ORCID,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
Victoria Boos,No ORCID,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
Leonid Gokhberg,http://orcid.org/0000-0003-3544-7219,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
 ,No ORCID,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
Ekaterina Ivanova,http://orcid.org/0000-0003-2972-3379,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
 ,No ORCID,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
Evgeniy Kutsenko,http://orcid.org/0000-0002-0335-1944,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
 ,No ORCID,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
Tatyana Ostashchenko,http://orcid.org/0000-0003-3741-7865,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
 ,No ORCID,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
Alexander Snegirev,No ORCID,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
 ,No ORCID,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
Ekaterina Streltsova,http://orcid.org/0000-0001-8850-7890,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
 ,No ORCID,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
Kirill Tyurchev,http://orcid.org/0000-0001-8592-8112,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
 ,No ORCID,HSE Global Cities Innovation Index 2023,10.17323/978-5-7598-2770-2,2023,0,Unknown Method
Paul Oslington,http://orcid.org/0000-0001-6819-3601,Reception History and the Historiography of Economics,10.1080/10370196.2024.2362008,2024,0,Unknown Method
Jeffrey Lin,http://orcid.org/0000-0002-0937-9606,What future for history dependence in spatial economics?,10.1016/j.regsciurbeco.2020.103628,2022,11,Unknown Method
Ferdinand Rauch,No ORCID,What future for history dependence in spatial economics?,10.1016/j.regsciurbeco.2020.103628,2022,11,Unknown Method
Christopher F Parmeter,http://orcid.org/0000-0001-6123-0107,A tourist in the economics of tourism: Reflections on nonparametric estimation of stochastic frontier models,10.1177/13548166241266912,2024,0,Survey
Ambrish Dongre,http://orcid.org/0000-0001-6911-3554,“Missing” Women in Economics Academia in India,10.1080/13545701.2024.2322951,2024,0,Unknown Method
Karan Singhal,No ORCID,“Missing” Women in Economics Academia in India,10.1080/13545701.2024.2322951,2024,0,Unknown Method
Upasak Das,No ORCID,“Missing” Women in Economics Academia in India,10.1080/13545701.2024.2322951,2024,0,Unknown Method
Gaël Plumecocq,http://orcid.org/0000-0002-0944-6282,The second generation of ecological economics: How far has the apple fallen from the tree?,10.1016/j.ecolecon.2014.09.020,2014,43,Unknown Method
Jie Li,http://orcid.org/0000-0003-1933-0360,"Economic policy uncertainty, contracting frictions and imports sourcing decisions",10.1016/j.econlet.2021.109772,2021,5,Unknown Method
Abdulla Galadari,http://orcid.org/0000-0001-6178-6076,Sustainable Economics: Understanding Market and Government Roles,10.1080/07360932.2017.1356345,2017,1,Unknown Method
Valentina Erasmo,http://orcid.org/0000-0001-6553-7325,Extending the Capabilities Conception of the Individual in Economics: Relationality and Responsibility,10.1177/02601079231179372,2023,1,Unknown Method
Ezra Golberstein,http://orcid.org/0000-0002-4780-7704,Mental health economics—Social determinants and care‐use,10.1002/hec.4608,2022,0,Unknown Method
Christoph Kronenberg,http://orcid.org/0000-0001-5495-7949,Mental health economics—Social determinants and care‐use,10.1002/hec.4608,2022,0,Unknown Method
Carmine Gorga,http://orcid.org/0000-0002-8467-5528,Opening Our Minds to Concordian Economics,10.1007/978-3-031-54642-6_1,2024,0,Unknown Method
Verónica Amarante,http://orcid.org/0000-0003-3642-7009,Research collaboration in development economics,10.1111/rode.13078,2023,0,Quantitative
Julieta Zurbrigg,No ORCID,Research collaboration in development economics,10.1111/rode.13078,2023,0,Quantitative
Morris Altman,http://orcid.org/0000-0002-6779-6547,Introduction,10.1007/978-3-030-83928-4_1,2022,0,Unknown Method
Monika Bütler,http://orcid.org/0000-0003-3418-4904,Economics and economists during the COVID-19 pandemic: a personal view,10.1186/s41937-022-00097-1,2022,0,Unknown Method
Kiichiro Yagi,http://orcid.org/0000-0002-4262-0799,Special feature: economics education and evolutionary economics,10.1007/s40844-024-00278-y,2024,0,Unknown Method
Mohamed Aslam Sheikh,http://orcid.org/0009-0007-4341-961X,The Economics of Healthcare: Challenges and Reform,10.34293/economics.v12i3.7633,2024,0,Unknown Method
Asma Mohammed Aslam Sheikh,http://orcid.org/0009-0009-5013-1002,The Economics of Healthcare: Challenges and Reform,10.34293/economics.v12i3.7633,2024,0,Unknown Method
Amani Elobeid,http://orcid.org/0000-0003-4018-5196,Economics of Bioenergy,10.1155/2013/154928,2013,0,Unknown Method
Miguel Carriquiry,http://orcid.org/0000-0002-1032-8056,Economics of Bioenergy,10.1155/2013/154928,2013,0,Unknown Method
Silvia Secchi,No ORCID,Economics of Bioenergy,10.1155/2013/154928,2013,0,Unknown Method
Tun-Hsiang (Edward) Yu,http://orcid.org/0000-0002-8205-2941,Economics of Bioenergy,10.1155/2013/154928,2013,0,Unknown Method
